resultId,raceId,position,counterInvolvedProblems,winsUntilThisRace,podiumsUntilThisRace,driverAge,countryRankByChampionships,countryRankByProportion,allTimeStarts,allTimefastestLap,constructorRank,driverTop100,countryTop38
6254,297,13,11,0,1,26,4,0,62,0,33,-1,3
6255,297,14,42,0,0,30,5,11,38,0,33,-1,8
6256,297,15,21,0,0,31,5,11,119,0,33,-1,8
6257,297,16,1,0,0,32,0,7,115,19,8,26,1
6258,297,17,6,0,0,24,5,11,67,0,33,-1,8
6259,297,,17,35,70,32,2,4,161,19,1,15,4
6260,297,,36,0,5,33,5,11,208,1,9,100,8
6261,297,,11,0,5,28,4,12,201,4,0,42,5
6262,297,,15,0,2,29,5,11,70,0,18,-1,8
6263,297,,12,0,1,29,2,4,74,1,18,-1,4
6264,297,,32,0,0,30,8,14,47,1,33,-1,17
6265,297,,6,0,0,28,0,7,161,0,5,82,1
6266,297,,2,0,0,24,4,1,41,0,23,-1,9
6267,297,,2,0,0,29,8,14,95,0,33,-1,22
6268,297,,2,0,0,26,5,11,41,0,33,-1,8
6269,297,,1,0,0,29,4,12,7,0,23,-1,5
6270,297,,2,0,0,28,8,14,3,0,33,-1,18
6271,297,,18,0,0,31,8,14,5,0,8,-1,17
6272,297,,31,0,1,33,2,4,42,1,-1,-1,4
6273,297,,3,0,0,31,0,7,0,0,-1,-1,1
6274,298,1,35,23,50,39,0,7,187,30,2,19,1
6275,298,2,17,35,70,32,2,4,161,19,1,15,4
6276,298,3,2,1,4,23,1,8,306,77,7,6,2
6277,298,4,15,0,3,33,0,7,158,0,7,81,1
6278,298,5,11,0,5,28,4,12,201,4,0,42,5
6279,298,6,6,0,0,29,4,12,59,0,13,-1,5
6280,298,7,16,3,15,35,8,14,163,1,13,67,17
6281,298,8,35,6,28,38,5,11,256,13,2,32,8
6282,298,9,34,5,23,36,5,11,194,5,33,51,8
6283,298,10,11,0,1,26,4,0,62,0,33,-1,3
6284,298,11,21,0,0,31,5,11,119,0,33,-1,8
6285,298,12,6,0,0,24,5,11,67,0,33,-1,8
6286,298,13,0,0,0,29,4,12,7,0,23,-1,5
6287,298,14,32,0,0,30,8,14,47,1,33,-1,17
6288,298,15,12,0,1,29,2,4,74,1,18,-1,4
6289,298,16,2,0,0,24,4,1,41,0,23,-1,9
6290,298,,42,0,0,30,5,11,38,0,33,-1,8
6291,298,,35,0,5,33,5,11,208,1,9,100,8
6292,298,,6,0,0,28,0,7,161,0,5,82,1
6293,298,,17,0,3,29,5,11,93,0,0,-1,8
6294,298,,3,0,0,24,4,0,161,25,5,-1,3
6295,298,,17,7,30,33,4,1,210,21,1,23,9
6296,298,,29,0,0,34,4,12,41,0,9,-1,5
6297,298,,2,0,0,29,8,14,95,0,33,-1,22
6298,298,,27,0,1,32,8,14,64,0,33,-1,22
6299,298,,1,0,0,26,5,11,41,0,33,-1,8
6300,298,,15,0,2,29,5,11,70,0,18,-1,8
6301,298,,17,0,0,31,8,14,5,0,8,-1,17
6302,298,,1,0,0,28,8,14,3,0,33,-1,18
6303,298,,1,0,0,32,0,7,115,19,8,26,1
6304,298,,30,0,1,33,2,4,42,1,-1,-1,4
6305,298,,2,0,0,31,0,7,0,0,-1,-1,1
6306,299,1,17,35,69,32,2,4,161,19,1,15,4
6307,299,2,35,22,49,39,0,7,187,30,2,19,1
6308,299,3,17,7,30,33,4,1,210,21,1,23,9
6309,299,4,3,0,0,24,4,0,161,25,5,-1,3
6310,299,5,15,0,3,33,0,7,158,0,7,81,1
6311,299,6,17,0,3,29,5,11,93,0,0,-1,8
6312,299,7,34,5,23,36,5,11,194,5,33,51,8
6313,299,8,35,0,5,33,5,11,208,1,9,100,8
6314,299,9,0,0,0,29,4,12,7,0,23,-1,5
6315,299,10,12,0,1,29,2,4,74,1,18,-1,4
6316,299,11,0,0,0,32,0,7,115,19,8,26,1
6317,299,,2,1,3,23,1,8,306,77,7,6,2
6318,299,,34,6,28,38,5,11,256,13,2,32,8
6319,299,,21,0,0,31,5,11,119,0,33,-1,8
6320,299,,1,0,0,29,8,14,95,0,33,-1,22
6321,299,,11,0,5,28,4,12,201,4,0,42,5
6322,299,,32,0,0,30,8,14,47,1,33,-1,17
6323,299,,26,0,1,32,8,14,64,0,33,-1,22
6324,299,,29,0,0,34,4,12,41,0,9,-1,5
6325,299,,2,0,0,24,4,1,41,0,23,-1,9
6326,299,,14,0,2,29,5,11,70,0,18,-1,8
6327,299,,16,0,0,31,8,14,5,0,33,-1,17
6328,299,,16,3,15,35,8,14,163,1,13,67,17
6329,299,,6,0,0,29,4,12,59,0,13,-1,5
6330,299,,42,0,0,30,5,11,38,0,33,-1,8
6331,299,,6,0,0,28,0,7,161,0,5,82,1
6332,299,,6,0,0,24,5,11,67,0,33,-1,8
6333,299,,11,0,1,26,4,0,62,0,33,-1,3
6334,299,,1,0,0,26,5,11,41,0,33,-1,8
6335,299,,29,0,1,33,2,4,42,1,-1,-1,4
6336,299,,2,0,0,31,0,7,0,0,-1,-1,1
6337,300,1,2,1,3,23,1,8,306,77,7,6,2
6338,300,2,35,22,48,39,0,7,187,30,2,19,1
6339,300,3,34,6,28,38,5,11,256,13,2,32,8
6340,300,4,15,0,3,33,0,7,158,0,7,81,1
6341,300,5,17,34,68,32,2,4,161,19,1,15,4
6342,300,6,3,0,0,24,4,0,161,25,5,-1,3
6343,300,7,10,0,1,26,4,0,62,0,33,-1,3
6344,300,8,35,0,5,33,5,11,208,1,9,100,8
6345,300,9,25,0,1,32,8,14,64,0,33,-1,22
6346,300,10,15,0,0,31,8,14,5,0,33,-1,17
6347,300,11,1,0,0,24,4,1,41,0,23,-1,9
6348,300,12,0,0,0,24,5,11,6,0,23,-1,8
6349,300,13,5,0,0,28,0,7,161,0,5,82,1
6350,300,14,12,0,1,29,2,4,74,1,18,-1,4
6351,300,15,13,0,2,29,5,11,70,0,18,-1,8
6352,300,16,5,0,0,24,5,11,67,0,33,-1,8
6353,300,17,1,0,0,29,8,14,95,0,33,-1,22
6354,300,18,31,0,0,30,8,14,47,1,33,-1,17
6355,300,,15,3,15,35,8,14,163,1,13,67,17
6356,300,,17,0,3,29,5,11,93,0,0,-1,8
6357,300,,41,0,0,30,5,11,38,0,33,-1,8
6358,300,,34,5,23,36,5,11,194,5,33,51,8
6359,300,,10,0,5,28,4,12,201,4,0,42,5
6360,300,,28,0,0,34,4,12,41,0,9,-1,5
6361,300,,17,7,29,33,4,1,210,21,1,23,9
6362,300,,21,0,0,31,5,11,119,0,33,-1,8
6363,300,,2,0,0,21,2,4,40,0,33,-1,4
6364,300,,28,0,1,33,2,4,42,1,-1,-1,4
6365,300,,1,0,0,31,0,7,0,0,-1,-1,1
6366,300,,5,0,0,29,4,12,59,0,13,-1,5
6367,301,1,17,34,68,32,2,4,161,19,1,15,4
6368,301,2,15,0,3,33,0,7,158,0,7,81,1
6369,301,3,2,0,2,23,1,8,306,77,7,6,2
6370,301,4,17,7,29,33,4,1,210,21,1,23,9
6371,301,5,34,6,27,38,5,11,256,13,2,32,8
6372,301,6,35,0,5,33,5,11,208,1,9,100,8
6373,301,7,34,5,23,36,5,11,194,5,33,51,8
6374,301,8,20,0,0,31,5,11,119,0,33,-1,8
6375,301,9,1,0,0,29,8,14,95,0,33,-1,22
6376,301,10,1,0,0,24,4,1,41,0,23,-1,9
6377,301,11,10,0,1,26,4,0,62,0,33,-1,3
6378,301,,12,0,1,29,2,4,74,1,18,-1,4
6379,301,,35,22,47,39,0,7,187,30,2,19,1
6380,301,,14,3,15,35,8,14,163,1,13,67,17
6381,301,,4,0,0,29,4,12,59,0,13,-1,5
6382,301,,41,0,0,30,5,11,38,0,33,-1,8
6383,301,,27,0,0,34,4,12,41,0,9,-1,5
6384,301,,5,0,0,28,0,7,161,0,5,82,1
6385,301,,0,0,0,24,5,11,6,0,23,-1,8
6386,301,,10,0,5,28,4,12,201,4,0,42,5
6387,301,,17,0,3,29,5,11,93,0,0,-1,8
6388,301,,5,0,0,24,5,11,67,0,33,-1,8
6389,301,,30,0,0,30,8,14,47,1,33,-1,17
6390,301,,3,0,0,24,4,0,161,25,5,-1,3
6391,301,,25,0,1,32,8,14,64,0,33,-1,22
6392,301,,15,0,0,31,8,14,5,0,33,-1,17
6393,301,,1,0,0,21,2,4,40,0,33,-1,4
6394,301,,13,0,2,29,5,11,70,0,18,-1,8
6395,302,1,35,22,47,39,0,7,187,30,2,19,1
6396,302,2,17,7,29,33,4,1,210,21,1,23,9
6397,302,3,17,33,67,32,2,4,161,19,1,15,4
6398,302,4,15,0,2,33,0,7,158,0,7,81,1
6399,302,5,3,0,0,24,4,0,161,25,5,-1,3
6400,302,6,34,5,23,36,5,11,194,5,33,51,8
6401,302,7,2,0,1,23,1,8,306,77,7,6,2
6402,302,8,14,3,15,35,8,14,163,1,13,67,17
6403,302,9,35,0,5,33,5,11,208,1,9,100,8
6404,302,10,25,0,1,32,8,14,64,0,33,-1,22
6405,302,11,0,0,0,24,5,11,6,0,23,-1,8
6406,302,12,0,0,0,21,2,4,40,0,33,-1,4
6407,302,13,12,0,2,29,5,11,70,0,18,-1,8
6408,302,14,5,0,0,24,5,11,67,0,33,-1,8
6409,302,,10,0,1,26,4,0,62,0,33,-1,3
6410,302,,1,0,0,24,4,1,41,0,23,-1,9
6411,302,,3,0,0,29,4,12,59,0,13,-1,5
6412,302,,1,0,0,29,8,14,95,0,33,-1,22
6413,302,,34,6,27,38,5,11,256,13,2,32,8
6414,302,,20,0,0,31,5,11,119,0,33,-1,8
6415,302,,17,0,3,29,5,11,93,0,0,-1,8
6416,302,,27,0,0,34,4,12,41,0,9,-1,5
6417,302,,30,0,0,30,8,14,47,1,33,-1,17
6418,302,,12,0,1,29,2,4,74,1,18,-1,4
6419,302,,10,0,5,28,4,12,201,4,0,42,5
6420,302,,5,0,0,28,0,7,161,0,5,82,1
6421,303,1,33,6,27,38,5,11,256,13,2,32,8
6422,303,2,17,7,28,33,4,1,210,21,1,23,9
6423,303,3,15,0,2,33,0,7,158,0,7,81,1
6424,303,4,35,0,5,33,5,11,208,1,9,100,8
6425,303,5,9,0,5,28,4,12,201,4,0,42,5
6426,303,6,0,0,0,21,2,4,40,0,33,-1,4
6427,303,7,12,0,2,29,5,11,70,0,18,-1,8
6428,303,8,25,0,1,32,8,14,64,0,33,-1,22
6429,303,9,9,0,1,26,4,0,62,0,33,-1,3
6430,303,10,20,0,0,31,5,11,119,0,33,-1,8
6431,303,11,0,0,0,29,8,14,95,0,33,-1,22
6432,303,12,29,0,0,28,5,11,49,0,0,-1,8
6433,303,13,0,0,0,24,5,11,6,0,23,-1,8
6434,303,14,5,0,0,24,5,11,67,0,33,-1,8
6435,303,15,34,5,23,36,5,11,194,5,33,51,8
6436,303,,35,21,46,39,0,7,187,30,2,19,1
6437,303,,3,0,0,24,4,0,161,25,5,-1,3
6438,303,,30,0,0,30,8,14,47,1,33,-1,17
6439,303,,3,0,0,29,4,12,59,0,13,-1,5
6440,303,,22,0,0,36,8,14,23,0,23,-1,12
6441,303,,12,0,1,29,2,4,74,1,18,-1,4
6442,303,,4,0,0,28,0,7,161,0,5,82,1
6443,303,,2,0,1,23,1,8,306,77,7,6,2
6444,303,,27,0,0,34,4,12,41,0,9,-1,5
6445,303,,14,3,15,35,8,14,163,1,13,67,17
6446,303,,17,33,66,32,2,4,161,19,1,15,4
6447,304,1,17,7,27,33,4,1,210,21,1,23,9
6448,304,2,2,0,1,23,1,8,306,77,7,6,2
6449,304,3,15,0,1,33,0,7,158,0,7,81,1
6450,304,4,9,0,5,28,4,12,201,4,0,42,5
6451,304,5,14,3,15,35,8,14,163,1,13,67,17
6452,304,6,12,0,2,29,5,11,70,0,18,-1,8
6453,304,7,3,0,0,24,4,0,161,25,5,-1,3
6454,304,8,25,0,1,32,8,14,64,0,33,-1,22
6455,304,9,0,0,0,21,2,4,40,0,33,-1,4
6456,304,10,5,0,0,24,5,11,67,0,33,-1,8
6457,304,11,29,0,0,28,5,11,49,0,0,-1,8
6458,304,12,22,0,0,36,8,14,23,0,23,-1,12
6459,304,13,4,0,0,28,0,7,161,0,5,82,1
6460,304,,9,0,1,26,4,0,62,0,33,-1,3
6461,304,,0,0,0,24,5,11,6,0,23,-1,8
6462,304,,29,0,0,30,8,14,47,1,33,-1,17
6463,304,,33,5,26,38,5,11,256,13,2,32,8
6464,304,,0,0,0,29,8,14,95,0,33,-1,22
6465,304,,35,0,5,33,5,11,208,1,9,100,8
6466,304,,35,21,46,39,0,7,187,30,2,19,1
6467,304,,17,33,66,32,2,4,161,19,1,15,4
6468,304,,11,0,1,29,2,4,74,1,18,-1,4
6469,304,,3,0,0,29,4,12,59,0,13,-1,5
6470,304,,34,5,23,36,5,11,194,5,33,51,8
6471,304,,20,0,0,31,5,11,119,0,33,-1,8
6472,304,,26,0,0,34,4,12,41,0,9,-1,5
6473,305,1,16,33,66,31,2,4,161,19,1,15,4
6474,305,2,22,44,94,36,4,12,199,41,0,12,5
6475,305,3,34,23,60,39,2,4,28,0,7,18,4
6476,305,4,12,0,2,28,5,11,70,0,9,-1,8
6477,305,5,28,0,0,38,8,14,74,1,9,-1,22
6478,305,6,25,0,1,31,8,14,64,0,33,-1,22
6479,305,7,29,0,0,27,5,11,49,0,33,-1,8
6480,305,8,41,0,0,29,5,11,38,0,33,-1,8
6481,305,9,19,0,0,30,5,11,119,0,33,-1,8
6482,305,10,29,0,0,29,8,14,47,1,18,-1,17
6483,305,11,15,0,0,32,0,7,158,0,8,81,1
6484,305,12,9,0,5,27,4,12,201,4,0,42,5
6485,305,13,3,0,0,23,4,0,161,25,5,-1,3
6486,305,,33,5,26,37,5,11,256,13,2,32,8
6487,305,,27,0,1,32,2,4,42,1,7,-1,4
6488,305,,34,5,23,35,5,11,194,5,33,51,8
6489,305,,17,0,3,28,5,11,93,0,33,-1,8
6490,305,,14,3,15,34,8,14,163,1,13,67,17
6491,305,,17,6,26,32,4,1,210,21,1,23,9
6492,305,,34,21,46,38,0,7,187,30,2,19,1
6493,305,,10,0,1,28,2,4,74,1,33,-1,4
6494,305,,5,0,0,25,0,7,61,0,8,-1,1
6495,305,,11,0,0,29,5,11,37,0,33,-1,8
6496,305,,5,0,0,23,5,11,67,0,33,-1,8
6497,305,,9,0,1,25,4,0,62,0,33,-1,3
6498,305,,3,0,0,27,4,12,45,0,33,-1,5
6499,305,,28,0,0,27,5,11,56,0,33,-1,8
6500,305,,29,0,12,35,8,14,79,0,33,84,15
6501,305,,3,0,0,28,4,12,59,0,13,-1,5
6502,305,,15,0,0,30,0,7,7,0,5,-1,1
6503,305,,35,0,5,32,5,11,208,1,18,100,8
6504,305,,13,0,0,26,8,14,0,0,33,-1,28
6505,305,,25,0,0,33,4,12,41,0,33,-1,5
6506,305,,15,0,0,30,8,14,5,0,33,-1,17
6507,306,1,16,32,65,31,2,4,161,19,1,15,4
6508,306,2,33,5,26,37,5,11,256,13,2,32,8
6509,306,3,17,6,26,32,4,1,210,21,1,23,9
6510,306,4,22,44,93,36,4,12,199,41,0,12,5
6511,306,5,34,23,59,39,2,4,28,0,7,18,4
6512,306,6,9,0,5,27,4,12,201,4,0,42,5
6513,306,7,26,0,1,32,2,4,42,1,7,-1,4
6514,306,8,5,0,0,23,5,11,67,0,33,-1,8
6515,306,9,3,0,0,23,4,0,161,25,5,-1,3
6516,306,10,14,3,15,34,8,14,163,1,13,67,17
6517,306,11,11,0,0,29,5,11,37,0,33,-1,8
6518,306,12,15,0,0,32,0,7,158,0,8,81,1
6519,306,13,29,0,0,29,8,14,47,1,18,-1,17
6520,306,,34,21,46,38,0,7,187,30,2,19,1
6521,306,,2,0,0,28,4,12,59,0,13,-1,5
6522,306,,19,0,0,30,5,11,119,0,33,-1,8
6523,306,,4,0,0,25,0,7,61,0,8,-1,1
6524,306,,3,0,0,27,4,12,45,0,33,-1,5
6525,306,,9,0,1,25,4,0,62,0,33,-1,3
6526,306,,34,0,5,32,5,11,208,1,18,100,8
6527,306,,12,0,2,28,5,11,70,0,9,-1,8
6528,306,,17,0,3,28,5,11,93,0,33,-1,8
6529,306,,28,0,0,38,8,14,74,1,9,-1,22
6530,306,,10,0,1,28,2,4,74,1,33,-1,4
6531,306,,41,0,0,29,5,11,38,0,33,-1,8
6532,306,,25,0,1,31,8,14,64,0,33,-1,22
6533,306,,27,0,0,27,5,11,56,0,33,-1,8
6534,306,,28,0,12,35,8,14,79,0,33,84,15
6535,306,,34,5,23,35,5,11,194,5,33,51,8
6536,306,,14,0,0,30,0,7,7,0,5,-1,1
6537,306,,24,0,0,33,4,12,41,0,33,-1,5
6538,306,,14,0,0,30,8,14,5,0,33,-1,17
6539,306,,29,0,0,27,5,11,49,0,33,-1,8
6540,306,,12,0,0,26,8,14,0,0,33,-1,28
6541,307,1,16,31,64,31,2,4,161,19,1,15,4
6542,307,2,17,6,25,32,4,1,210,21,1,23,9
6543,307,3,9,0,1,25,4,0,62,0,33,-1,3
6544,307,4,18,0,0,30,5,11,119,0,33,-1,8
6545,307,5,3,0,0,23,4,0,161,25,5,-1,3
6546,307,6,13,0,0,30,0,7,7,0,5,-1,1
6547,307,7,14,3,15,34,8,14,163,1,13,67,17
6548,307,8,4,0,0,25,0,7,61,0,8,-1,1
6549,307,9,13,0,0,30,8,14,5,0,33,-1,17
6550,307,10,2,0,0,28,4,12,59,0,13,-1,5
6551,307,11,15,0,0,32,0,7,158,0,8,81,1
6552,307,12,9,0,1,28,2,4,74,1,33,-1,4
6553,307,13,26,0,1,32,2,4,42,1,7,-1,4
6554,307,,12,0,2,28,5,11,70,0,9,-1,8
6555,307,,34,0,5,32,5,11,208,1,18,100,8
6556,307,,29,0,0,29,8,14,47,1,18,-1,17
6557,307,,17,0,3,28,5,11,93,0,33,-1,8
6558,307,,3,0,0,27,4,12,45,0,33,-1,5
6559,307,,33,5,25,37,5,11,256,13,2,32,8
6560,307,,27,0,0,38,8,14,74,1,9,-1,22
6561,307,,5,0,0,23,5,11,67,0,33,-1,8
6562,307,,9,0,5,27,4,12,201,4,0,42,5
6563,307,,25,0,1,31,8,14,64,0,33,-1,22
6564,307,,34,23,59,39,2,4,28,0,7,18,4
6565,307,,34,21,46,38,0,7,187,30,2,19,1
6566,307,,22,44,93,36,4,12,199,41,0,12,5
6567,307,,41,0,0,29,5,11,38,0,33,-1,8
6568,307,,12,0,0,28,5,11,8,0,33,-1,8
6569,307,,26,0,0,27,5,11,56,0,33,-1,8
6570,307,,33,5,23,35,5,11,194,5,33,51,8
6571,307,,11,0,0,29,5,11,37,0,33,-1,8
6572,307,,23,0,0,33,4,12,41,0,33,-1,5
6573,307,,28,0,0,27,5,11,49,0,33,-1,8
6574,307,,11,0,0,26,8,14,0,0,33,-1,28
6575,308,1,16,30,63,31,2,4,161,19,1,15,4
6576,308,2,33,21,46,38,0,7,187,30,2,19,1
6577,308,3,8,0,5,27,4,12,201,4,0,42,5
6578,308,4,26,0,1,32,2,4,42,1,7,-1,4
6579,308,5,21,44,93,36,4,12,199,41,0,12,5
6580,308,6,10,0,0,29,5,11,37,0,33,-1,8
6581,308,7,14,3,15,34,8,14,163,1,13,67,17
6582,308,8,29,0,0,29,8,14,47,1,18,-1,17
6583,308,9,3,0,0,27,4,12,45,0,33,-1,5
6584,308,10,2,0,0,28,4,12,59,0,13,-1,5
6585,308,11,9,0,0,25,4,0,62,0,33,-1,3
6586,308,12,18,0,0,30,5,11,119,0,33,-1,8
6587,308,,3,0,0,23,4,0,161,25,5,-1,3
6588,308,,5,0,0,23,5,11,67,0,33,-1,8
6589,308,,9,0,1,28,2,4,74,1,33,-1,4
6590,308,,12,0,2,28,5,11,70,0,9,-1,8
6591,308,,33,5,25,37,5,11,256,13,2,32,8
6592,308,,4,0,0,25,0,7,61,0,8,-1,1
6593,308,,32,5,23,35,5,11,194,5,33,51,8
6594,308,,27,0,0,38,8,14,74,1,9,-1,22
6595,308,,24,0,1,31,8,14,64,0,33,-1,22
6596,308,,34,0,5,32,5,11,208,1,18,100,8
6597,308,,16,0,3,28,5,11,93,0,33,-1,8
6598,308,,40,0,0,29,5,11,38,0,33,-1,8
6599,308,,17,6,24,32,4,1,210,21,1,23,9
6600,308,,33,23,59,39,2,4,28,0,7,18,4
6601,308,,13,0,0,30,0,7,7,0,5,-1,1
6602,308,,11,0,0,28,5,11,8,0,33,-1,8
6603,308,,25,0,0,27,5,11,56,0,33,-1,8
6604,308,,15,0,0,32,0,7,158,0,8,81,1
6605,308,,27,0,0,27,5,11,49,0,33,-1,8
6606,308,,13,0,0,30,8,14,5,0,33,-1,17
6607,308,,10,0,0,26,8,14,0,0,33,-1,28
6608,308,,22,0,0,33,4,12,41,0,33,-1,5
6609,309,1,33,23,59,39,2,4,28,0,7,18,4
6610,309,2,12,0,2,28,5,11,70,0,9,-1,8
6611,309,3,32,5,25,37,5,11,256,13,2,32,8
6612,309,4,34,0,5,32,5,11,208,1,18,100,8
6613,309,5,29,0,0,29,8,14,47,1,18,-1,17
6614,309,6,33,21,45,38,0,7,187,30,2,19,1
6615,309,7,18,0,0,30,5,11,119,0,33,-1,8
6616,309,8,2,0,0,28,4,12,59,0,13,-1,5
6617,309,9,10,0,0,29,5,11,37,0,33,-1,8
6618,309,10,26,0,0,38,8,14,74,1,9,-1,22
6619,309,,9,0,1,28,2,4,74,1,33,-1,4
6620,309,,9,0,0,25,4,0,62,0,33,-1,3
6621,309,,27,0,12,35,8,14,79,0,33,84,15
6622,309,,16,0,3,28,5,11,93,0,33,-1,8
6623,309,,8,0,4,27,4,12,201,4,0,42,5
6624,309,,3,0,0,27,4,12,45,0,33,-1,5
6625,309,,21,44,93,36,4,12,199,41,0,12,5
6626,309,,14,3,15,34,8,14,163,1,13,67,17
6627,309,,16,29,62,31,2,4,161,19,1,15,4
6628,309,,3,0,0,23,4,0,161,25,5,-1,3
6629,309,,14,0,0,32,0,7,158,0,8,81,1
6630,309,,5,0,0,23,5,11,67,0,33,-1,8
6631,309,,26,0,1,32,2,4,42,1,7,-1,4
6632,309,,16,6,24,32,4,1,210,21,1,23,9
6633,309,,24,0,1,31,8,14,64,0,33,-1,22
6634,309,,32,5,23,35,5,11,194,5,33,51,8
6635,309,,10,0,0,28,5,11,8,0,33,-1,8
6636,309,,40,0,0,29,5,11,38,0,33,-1,8
6637,309,,3,0,0,25,0,7,61,0,8,-1,1
6638,309,,4,0,0,27,0,7,161,0,5,82,1
6639,309,,21,0,0,33,4,12,41,0,33,-1,5
6640,309,,26,0,0,27,5,11,49,0,33,-1,8
6641,309,,12,0,0,30,8,14,5,0,33,-1,17
6642,309,,9,0,0,26,8,14,0,0,33,-1,28
6643,310,1,32,5,24,37,5,11,256,13,2,32,8
6644,310,2,33,21,45,38,0,7,187,30,2,19,1
6645,310,3,16,29,62,31,2,4,161,19,1,15,4
6646,310,4,34,0,5,32,5,11,208,1,18,100,8
6647,310,5,26,0,1,32,2,4,42,1,7,-1,4
6648,310,6,3,0,0,27,4,12,45,0,33,-1,5
6649,310,7,4,0,0,23,5,11,67,0,33,-1,8
6650,310,8,14,3,15,34,8,14,163,1,13,67,17
6651,310,9,2,0,0,23,4,0,161,25,5,-1,3
6652,310,10,3,0,0,27,0,7,161,0,5,82,1
6653,310,11,12,0,1,28,5,11,70,0,9,-1,8
6654,310,12,26,0,0,38,8,14,74,1,9,-1,22
6655,310,,2,0,0,25,0,7,61,0,8,-1,1
6656,310,,29,0,0,29,8,14,47,1,18,-1,17
6657,310,,24,0,1,31,8,14,64,0,33,-1,22
6658,310,,33,22,58,39,2,4,28,0,7,18,4
6659,310,,8,0,4,27,4,12,201,4,0,42,5
6660,310,,9,0,0,25,4,0,62,0,33,-1,3
6661,310,,32,5,23,35,5,11,194,5,33,51,8
6662,310,,14,0,0,32,0,7,158,0,8,81,1
6663,310,,16,0,3,28,5,11,93,0,33,-1,8
6664,310,,21,44,93,36,4,12,199,41,0,12,5
6665,310,,9,0,1,28,2,4,74,1,33,-1,4
6666,310,,20,0,0,33,4,12,41,0,33,-1,5
6667,310,,16,6,24,32,4,1,210,21,1,23,9
6668,310,,18,0,0,30,5,11,119,0,33,-1,8
6669,310,,2,0,0,28,4,12,59,0,13,-1,5
6670,310,,39,0,0,29,5,11,38,0,33,-1,8
6671,310,,27,0,12,35,8,14,79,0,33,84,15
6672,310,,9,0,0,28,5,11,8,0,33,-1,8
6673,310,,25,0,0,27,5,11,49,0,33,-1,8
6674,310,,11,0,0,30,8,14,5,0,33,-1,17
6675,310,,8,0,0,26,8,14,0,0,33,-1,28
6676,310,,10,0,0,29,5,11,37,0,33,-1,8
6677,311,1,33,21,44,38,0,7,187,30,2,19,1
6678,311,2,21,44,93,36,4,12,199,41,0,12,5
6679,311,3,16,29,61,31,2,4,161,19,1,15,4
6680,311,4,8,0,4,27,4,12,201,4,0,42,5
6681,311,5,32,4,23,37,5,11,256,13,2,32,8
6682,311,6,34,0,5,32,5,11,208,1,18,100,8
6683,311,7,9,0,1,28,2,4,74,1,33,-1,4
6684,311,8,33,22,58,39,2,4,28,0,7,18,4
6685,311,9,17,0,0,30,5,11,119,0,33,-1,8
6686,311,10,3,0,0,27,0,7,161,0,5,82,1
6687,311,11,1,0,0,28,4,12,59,0,13,-1,5
6688,311,12,14,3,15,34,8,14,163,1,13,67,17
6689,311,,26,0,1,32,2,4,42,1,7,-1,4
6690,311,,12,0,1,28,5,11,70,0,9,-1,8
6691,311,,20,0,0,33,4,12,41,0,33,-1,5
6692,311,,3,0,0,27,4,12,45,0,33,-1,5
6693,311,,9,0,0,25,4,0,62,0,33,-1,3
6694,311,,2,0,0,25,0,7,61,0,8,-1,1
6695,311,,24,0,1,31,8,14,64,0,33,-1,22
6696,311,,32,5,23,35,5,11,194,5,33,51,8
6697,311,,14,0,0,32,0,7,158,0,8,81,1
6698,311,,26,0,0,38,8,14,74,1,9,-1,22
6699,311,,4,0,0,23,5,11,67,0,33,-1,8
6700,311,,16,0,3,28,5,11,93,0,33,-1,8
6701,311,,16,6,24,32,4,1,210,21,1,23,9
6702,311,,28,0,0,29,8,14,47,1,18,-1,17
6703,311,,2,0,0,23,4,0,161,25,5,-1,3
6704,311,,8,0,0,28,5,11,8,0,33,-1,8
6705,311,,38,0,0,29,5,11,38,0,33,-1,8
6706,311,,26,0,12,35,8,14,79,0,33,84,15
6707,311,,9,0,0,29,5,11,37,0,33,-1,8
6708,311,,24,0,0,27,5,11,49,0,33,-1,8
6709,311,,10,0,0,30,8,14,5,0,33,-1,17
6710,311,,7,0,0,26,8,14,0,0,33,-1,28
6711,312,1,33,20,43,38,0,7,187,30,2,19,1
6712,312,2,16,6,24,32,4,1,210,21,1,23,9
6713,312,3,21,44,92,36,4,12,199,41,0,12,5
6714,312,4,16,29,60,31,2,4,161,19,1,15,4
6715,312,5,33,22,58,39,2,4,28,0,7,18,4
6716,312,6,27,0,0,29,8,14,47,1,18,-1,17
6717,312,7,12,0,1,28,5,11,70,0,9,-1,8
6718,312,8,25,0,0,38,8,14,74,1,9,-1,22
6719,312,9,17,0,0,30,5,11,119,0,33,-1,8
6720,312,10,8,0,0,29,5,11,37,0,33,-1,8
6721,312,11,3,0,0,23,5,11,67,0,33,-1,8
6722,312,12,1,0,0,23,4,0,161,25,5,-1,3
6723,312,13,9,0,0,25,4,0,62,0,33,-1,3
6724,312,14,3,0,0,27,0,7,161,0,5,82,1
6725,312,,1,0,0,25,0,7,61,0,8,-1,1
6726,312,,34,0,5,32,5,11,208,1,18,100,8
6727,312,,8,0,4,27,4,12,201,4,0,42,5
6728,312,,24,0,1,31,8,14,64,0,33,-1,22
6729,312,,14,3,15,34,8,14,163,1,13,67,17
6730,312,,14,0,0,32,0,7,158,0,8,81,1
6731,312,,32,5,23,35,5,11,194,5,33,51,8
