resultId,raceId,position,grid,counterInvolvedProblems,winsUntilThisRace,podiumsUntilThisRace,countryRankByProportion,allTimeStarts,allTimefastestLap,constructorRank,driverTop100
23209,961,7,7,3,1,4,14,74,4,4,14
23210,961,8,8,12,0,7,14,148,4,33,101
23211,961,9,11,23,11,41,4,269,15,2,8
23212,961,10,9,11,0,0,8,149,2,33,101
23213,961,11,17,16,0,10,12,136,1,33,24
23214,961,12,14,29,15,50,7,306,8,1,7
23215,961,13,10,8,0,0,14,59,1,33,101
23216,961,14,12,16,32,97,6,305,23,1,3
23217,961,15,15,2,0,0,6,74,0,30,101
23218,961,16,19,6,0,0,14,90,0,33,101
23219,961,17,21,3,0,1,14,74,0,6,64
23220,961,18,22,0,0,0,12,43,0,33,63
23221,961,,16,5,0,2,14,72,1,30,65
23222,961,,13,2,0,0,8,39,0,33,101
23223,961,,20,3,0,0,7,35,0,6,101
23224,961,,18,3,0,0,4,39,0,33,101
23181,960,1,1,14,20,49,8,206,20,3,5
23182,960,2,5,4,3,14,2,143,13,4,10
23183,960,3,21,13,49,97,7,222,40,3,1
23184,960,4,7,11,0,0,8,149,2,33,101
23185,960,5,6,12,0,7,14,148,4,33,101
23186,960,6,4,10,42,84,8,212,34,0,2
23187,960,7,22,16,32,97,6,305,23,1,3
23188,960,8,8,4,0,9,0,111,7,2,11
23189,960,9,3,21,20,84,0,285,46,0,101
23190,960,10,10,23,11,41,4,269,15,2,8
23191,960,11,2,3,1,4,14,74,4,4,14
23192,960,12,18,8,0,0,14,59,1,33,101
23193,960,13,11,16,0,10,12,136,1,33,24
23194,960,14,19,5,0,2,14,72,1,30,65
23195,960,15,13,2,0,0,7,35,0,6,101
23196,960,16,17,0,0,0,12,43,0,33,63
23197,960,17,16,2,0,0,4,39,0,33,101
23198,960,,12,3,0,1,14,74,0,6,64
23199,960,,20,6,0,0,14,90,0,33,101
23200,960,,14,2,0,0,6,74,0,30,101
23201,960,,9,29,15,50,7,306,8,1,7
23202,960,,15,2,0,0,8,39,0,33,101
23159,959,1,2,13,49,96,7,222,40,3,1
23160,959,2,3,4,3,13,2,143,13,4,10
23161,959,3,4,3,1,4,14,74,4,4,14
23162,959,4,1,14,19,48,8,206,20,3,5
23163,959,5,6,10,42,84,8,212,34,0,2
23164,959,6,5,21,20,84,0,285,46,0,101
23165,959,7,8,11,0,0,8,149,2,33,101
23166,959,8,12,28,15,50,7,306,8,1,7
23167,959,9,7,4,0,9,0,111,7,2,11
23168,959,10,9,12,0,7,14,148,4,33,101
23169,959,11,11,8,0,0,14,59,1,33,101
23170,959,12,13,16,32,97,6,305,23,1,3
23171,959,13,20,16,0,10,12,136,1,33,24
23172,959,14,15,2,0,0,6,74,0,30,101
23173,959,15,18,5,0,2,14,72,1,30,65
23174,959,16,16,2,0,1,14,74,0,6,64
23175,959,17,17,1,0,0,8,39,0,33,101
23176,959,18,22,6,0,0,14,90,0,33,101
23177,959,19,14,2,0,0,7,35,0,6,101
23178,959,20,19,2,0,0,14,12,0,33,101
23179,959,,21,2,0,0,4,39,0,33,101
23180,959,,10,23,11,41,4,269,15,2,8
23137,958,1,2,13,48,95,7,222,40,3,1
23138,958,2,1,14,19,48,8,206,20,3,5
23139,958,3,3,4,3,12,2,143,13,4,10
23140,958,4,5,10,42,84,8,212,34,0,2
23141,958,5,4,3,1,3,14,74,4,4,14
23142,958,6,14,21,20,84,0,285,46,0,101
23143,958,7,7,16,32,97,6,305,23,1,3
23144,958,8,6,2,0,0,6,74,0,30,101
23145,958,9,10,4,0,9,0,111,7,2,11
23146,958,10,9,11,0,0,8,149,2,33,101
23147,958,11,13,12,0,7,14,148,4,33,101
23148,958,12,17,2,0,0,7,35,0,6,101
23149,958,13,15,8,0,0,14,59,1,33,101
23150,958,14,11,16,0,10,12,136,1,33,24
23151,958,15,19,2,0,1,14,74,0,6,64
23152,958,16,12,5,0,2,14,72,1,30,65
23153,958,17,16,2,0,0,4,39,0,33,101
23154,958,18,18,23,11,41,4,269,15,2,8
23155,958,19,20,1,0,0,8,39,0,33,101
23156,958,20,22,6,0,0,14,90,0,33,101
23157,958,21,21,2,0,0,14,12,0,33,101
23158,958,,8,28,15,50,7,306,8,1,7
23115,957,1,1,13,47,94,7,222,40,3,1
23116,957,2,3,3,1,3,14,74,4,4,14
23117,957,3,2,14,19,47,8,206,20,3,5
23118,957,4,4,4,3,11,2,143,13,4,10
23119,957,5,5,21,20,84,0,285,46,0,101
23120,957,6,10,12,0,7,14,148,4,33,101
23121,957,7,8,11,0,0,8,149,2,33,101
23122,957,8,7,2,0,0,6,74,0,30,101
23123,957,9,11,10,42,84,8,212,34,0,2
23124,957,10,15,5,0,2,14,72,1,30,65
23125,957,11,12,23,11,41,4,269,15,2,8
23126,957,12,17,28,15,50,7,306,8,1,7
23127,957,13,9,16,32,97,6,305,23,1,3
23128,957,14,6,4,0,9,0,111,7,2,11
23129,957,15,21,2,0,0,4,39,0,33,101
23130,957,16,14,8,0,0,14,59,1,33,101
23131,957,17,16,2,0,1,14,74,0,6,64
23132,957,,18,2,0,0,7,35,0,6,101
23133,957,,19,2,0,0,14,12,0,33,101
23134,957,,13,16,0,10,12,136,1,33,24
23135,957,,22,6,0,0,14,90,0,33,101
23136,957,,20,1,0,0,8,39,0,33,101
23093,956,1,1,13,46,93,7,222,40,3,1
23094,956,2,8,3,1,2,14,74,4,4,14
23095,956,3,4,21,20,84,0,285,46,0,101
23096,956,4,6,14,19,46,8,206,20,3,5
23097,956,5,5,4,3,11,2,143,13,4,10
23098,956,6,3,28,15,50,7,306,8,1,7
23099,956,7,13,15,0,10,12,136,1,33,24
23100,956,8,15,2,0,0,6,74,0,30,101
23101,956,9,7,4,0,9,0,111,7,2,11
23102,956,10,12,0,0,0,8,39,0,33,101
23103,956,11,11,8,0,0,14,59,1,33,101
23104,956,12,19,2,0,0,7,35,0,6,101
23105,956,13,21,2,0,0,4,39,0,33,101
23106,956,14,17,2,0,1,14,74,0,6,64
23107,956,15,18,6,0,0,14,90,0,33,101
23108,956,16,20,1,0,0,14,12,0,33,101
23109,956,17,16,12,0,7,14,148,4,33,101
23110,956,18,14,16,32,97,6,305,23,1,3
23111,956,19,2,11,0,0,8,149,2,33,101
23112,956,20,10,23,11,41,4,269,15,2,8
23113,956,,9,10,42,84,8,212,34,0,2
23114,956,,22,5,0,2,14,72,1,30,65
23071,955,1,1,14,19,46,8,206,20,3,5
23072,955,2,3,10,42,84,8,212,34,0,2
23073,955,3,7,12,0,7,14,148,4,33,101
23074,955,4,4,21,20,83,0,285,46,0,101
23075,955,5,10,13,45,92,7,222,40,3,1
23076,955,6,8,4,0,9,0,111,7,2,11
23077,955,7,2,4,3,11,2,143,13,4,10
23078,955,8,9,3,1,1,14,74,4,4,14
23079,955,9,12,11,0,0,8,149,2,33,101
23080,955,10,5,23,11,41,4,269,15,2,8
23081,955,11,19,28,15,50,7,306,8,1,7
23082,955,12,15,2,0,0,4,39,0,33,101
23083,955,13,11,15,0,10,12,136,1,33,24
23084,955,14,22,2,0,1,14,74,0,6,64
23085,955,15,21,2,0,0,7,35,0,6,101
23086,955,16,14,8,0,0,14,59,1,33,101
23087,955,17,20,6,0,0,14,90,0,33,101
23088,955,18,16,1,0,0,14,12,0,33,101
23089,955,,13,16,32,97,6,305,23,1,3
23090,955,,17,0,0,0,8,39,0,33,101
23091,955,,18,2,0,0,6,74,0,30,101
23092,955,,6,4,0,2,14,72,1,30,65
23049,954,1,1,13,45,92,7,222,40,3,1
23050,954,2,3,10,42,83,8,212,34,0,2
23051,954,3,7,4,0,9,0,111,7,2,11
23052,954,4,5,3,1,1,14,74,4,4,14
23053,954,5,2,14,18,45,8,206,20,3,5
23054,954,6,6,21,20,83,0,285,46,0,101
23055,954,7,4,4,3,11,2,143,13,4,10
23056,954,8,9,11,0,0,8,149,2,33,101
23057,954,9,20,2,0,0,6,74,0,30,101
23058,954,10,11,12,0,6,14,148,4,33,101
23059,954,11,10,16,32,97,6,305,23,1,3
23060,954,12,15,4,0,2,14,72,1,30,65
23061,954,13,13,8,0,0,14,59,1,33,101
23062,954,14,14,15,0,10,12,136,1,33,24
23063,954,15,21,6,0,0,14,90,0,33,101
23064,954,16,22,2,0,1,14,74,0,6,64
23065,954,17,17,0,0,0,8,39,0,33,101
23066,954,18,18,2,0,0,4,39,0,33,101
23067,954,19,19,1,0,0,14,12,0,33,101
23068,954,,8,23,11,41,4,269,15,2,8
23069,954,,16,2,0,0,7,35,0,6,101
23070,954,,12,28,15,50,7,306,8,1,7
23027,953,1,3,13,44,91,7,222,40,3,1
23028,953,2,1,4,3,11,2,143,13,4,10
23029,953,3,7,12,0,6,14,148,4,33,101
23030,953,4,4,10,42,82,8,212,34,0,2
23031,953,5,9,16,32,97,6,305,23,1,3
23032,953,6,5,11,0,0,8,149,2,33,101
23033,953,7,2,14,18,45,8,206,20,3,5
23034,953,8,6,2,0,0,6,74,0,30,101
23035,953,9,13,28,15,50,7,306,8,1,7
23036,953,10,14,22,11,41,4,269,15,2,8
23037,953,11,12,8,0,0,14,59,1,33,101
23038,953,12,10,4,0,8,0,111,7,2,11
23039,953,13,15,15,0,10,12,136,1,33,24
23040,953,14,20,0,0,0,8,39,0,33,101
23041,953,15,19,1,0,0,14,12,0,33,101
23042,953,,17,6,0,0,14,90,0,33,101
23043,953,,0,2,0,0,4,39,0,33,101
23044,953,,0,3,1,1,14,74,4,4,14
23045,953,,16,2,0,1,14,74,0,6,64
23046,953,,8,4,0,2,14,72,1,30,65
23047,953,,11,21,20,83,0,285,46,0,101
23048,953,,18,1,0,0,7,35,0,6,101
23005,952,1,4,2,1,1,14,74,4,4,14
23006,952,2,5,20,20,83,0,285,46,0,101
23007,952,3,6,10,42,82,8,212,34,0,2
23008,952,4,3,4,3,10,2,143,13,4,10
23009,952,5,7,4,0,8,0,111,7,2,11
23010,952,6,8,2,0,0,6,74,0,30,101
23011,952,7,9,12,0,5,14,148,4,33,101
23012,952,8,18,22,11,41,4,269,15,2,8
23013,952,9,12,28,15,50,7,306,8,1,7
23014,952,10,13,3,0,2,14,72,1,30,65
23015,952,11,16,8,0,0,14,59,1,33,101
23016,952,12,19,5,0,0,14,90,0,33,101
23017,952,13,17,0,0,0,7,35,0,6,101
23018,952,14,15,1,0,1,14,74,0,6,64
23019,952,15,20,1,0,0,4,39,0,33,101
23020,952,16,21,0,0,0,8,39,0,33,101
23021,952,17,22,1,0,0,14,12,0,33,101
23022,952,,14,15,0,10,12,136,1,33,24
23023,952,,10,16,32,97,6,305,23,1,3
23024,952,,11,11,0,0,8,149,2,33,101
23025,952,,1,13,43,90,7,222,40,3,1
23026,952,,2,14,18,45,8,206,20,3,5
22983,951,1,1,13,18,45,8,206,20,3,5
22984,951,2,10,12,43,90,7,222,40,3,1
22985,951,3,3,20,20,82,0,285,46,0,101
22986,951,4,2,4,0,8,0,111,7,2,11
22987,951,5,4,22,11,41,4,269,15,2,8
22988,951,6,14,16,32,97,6,305,23,1,3
22989,951,7,17,1,0,1,14,74,0,6,64
22990,951,8,15,15,0,10,12,136,1,33,24
22991,951,9,6,12,0,5,14,148,4,33,101
22992,951,10,12,28,15,50,7,306,8,1,7
22993,951,11,5,4,3,10,2,143,13,4,10
22994,951,12,11,2,0,0,6,74,0,30,101
22995,951,13,18,0,0,0,7,35,0,6,101
22996,951,14,22,5,0,0,14,90,0,33,101
22997,951,15,8,3,0,2,14,72,1,4,65
22998,951,16,19,1,0,0,4,39,0,33,101
22999,951,17,16,8,0,0,14,59,1,33,101
23000,951,18,20,0,0,0,8,39,0,33,101
23001,951,,9,2,0,0,14,74,4,30,14
23002,951,,7,10,42,81,8,212,34,0,2
23003,951,,13,11,0,0,8,149,2,33,101
23004,951,,21,1,0,0,14,12,0,33,101
22961,950,1,1,13,17,44,8,206,20,3,5
22962,950,2,4,9,42,81,8,212,34,0,2
22963,950,3,6,3,0,2,14,72,1,4,65
22964,950,4,2,4,3,10,2,143,13,4,10
22965,950,5,3,20,20,81,0,285,46,0,101
22966,950,6,10,22,11,41,4,269,15,2,8
22967,950,7,22,12,43,89,7,222,40,3,1
22968,950,8,9,2,0,0,14,74,4,30,14
22969,950,9,8,2,0,0,6,74,0,30,101
22970,950,10,5,4,0,8,0,111,7,2,11
22971,950,11,7,12,0,5,14,148,4,33,101
22972,950,12,11,16,32,97,6,305,23,1,3
22973,950,13,12,28,15,50,7,306,8,1,7
22974,950,14,18,8,0,0,14,59,1,33,101
22975,950,15,13,10,0,0,8,149,2,33,101
22976,950,16,15,5,0,0,14,90,0,33,101
22977,950,17,17,1,0,1,14,74,0,6,64
22978,950,18,21,0,0,0,8,39,0,33,101
22979,950,19,14,15,0,10,12,136,1,33,24
22980,950,20,16,1,0,0,4,39,0,33,101
22981,950,21,20,0,0,0,14,12,0,33,101
22982,950,22,19,0,0,0,7,35,0,6,101
22939,949,1,2,13,16,43,8,206,20,3,5
22940,949,2,4,20,20,81,0,285,46,0,101
22941,949,3,1,12,43,89,7,222,40,3,1
22942,949,4,5,4,3,10,2,143,13,4,10
22943,949,5,9,15,0,10,12,136,1,33,24
22944,949,6,10,2,0,0,14,74,4,30,14
22945,949,7,15,3,0,1,14,72,1,4,65
22946,949,8,7,22,11,41,4,269,15,2,8
22947,949,9,6,4,0,8,0,111,7,2,11
22948,949,10,12,0,0,0,14,34,0,1,101
22949,949,11,22,1,0,1,14,74,0,6,64
22950,949,12,17,5,0,0,14,90,0,33,101
22951,949,13,16,0,0,0,8,39,0,33,101
22952,949,14,21,1,0,0,4,39,0,33,101
22953,949,15,8,10,0,0,8,149,2,33,101
22954,949,16,18,12,0,5,14,148,4,33,101
22955,949,17,20,0,0,0,14,12,0,33,101
22956,949,,11,2,0,0,6,74,0,30,101
22957,949,,13,8,0,0,14,59,1,33,101
22958,949,,14,28,15,50,7,306,8,1,7
22959,949,,3,9,42,80,8,212,34,0,2
22960,949,,19,0,0,0,7,35,0,6,101
22917,948,1,2,13,15,42,8,206,20,3,5
22918,948,2,1,12,43,88,7,222,40,3,1
22919,948,3,3,9,42,80,8,212,34,0,2
22920,948,4,8,4,3,10,2,143,13,4,10
22921,948,5,6,22,11,41,4,269,15,2,8
22922,948,6,19,15,0,10,12,136,1,33,24
22923,948,7,10,10,0,0,8,149,2,33,101
22924,948,8,16,4,0,8,0,111,7,2,11
22925,948,9,7,1,0,0,6,74,0,30,101
22926,948,10,5,2,0,0,14,74,4,30,14
22927,948,11,13,0,0,0,7,35,0,6,101
22928,948,12,14,1,0,1,14,74,0,6,64
22929,948,13,9,12,0,5,14,148,4,33,101
22930,948,14,12,28,15,50,7,306,8,1,7
22931,948,15,17,1,0,0,4,39,0,33,101
22932,948,16,21,0,0,0,8,39,0,33,101
22933,948,,15,5,0,0,14,90,0,33,101
22934,948,,4,20,20,80,0,285,46,0,101
22935,948,,22,0,0,0,14,12,0,33,101
22936,948,,20,7,0,0,14,59,1,33,101
22937,948,,11,16,32,97,6,305,23,1,3
22938,948,,18,3,0,1,14,72,1,4,65
22897,945,1,1,13,14,41,8,206,20,3,5
22898,945,2,2,12,43,87,7,222,40,3,1
22899,945,3,3,20,20,80,0,285,46,0,101
22900,945,4,15,9,42,79,8,212,34,0,2
22901,945,5,4,12,0,5,14,148,4,33,101
22902,945,6,5,4,3,10,2,143,13,4,10
22903,945,7,7,10,0,0,8,149,2,33,101
22904,945,8,8,22,11,41,4,269,15,2,8
22905,945,9,18,15,0,10,12,136,1,21,24
22906,945,10,9,2,0,1,14,72,1,4,65
22907,945,11,10,1,0,0,6,74,0,30,101
22908,945,12,12,28,15,50,7,306,8,1,7
22909,945,13,6,4,0,8,0,111,7,2,11
22910,945,14,17,5,0,0,14,90,0,33,101
22911,945,15,14,1,0,0,4,39,0,33,101
22912,945,16,11,2,0,0,14,74,4,30,14
22913,945,17,16,15,32,97,6,305,23,1,3
22914,945,18,19,1,0,0,7,18,0,33,101
22915,945,19,20,1,0,0,6,13,0,33,101
22916,945,,13,17,1,1,14,95,0,21,90
22877,944,1,1,13,13,40,8,206,20,3,5
22878,944,2,2,12,43,86,7,222,40,3,1
22879,944,3,3,9,42,79,8,212,34,0,2
22880,944,4,4,20,20,79,0,285,46,0,101
22881,944,5,7,4,0,8,0,111,7,2,11
22882,944,6,5,10,0,0,8,149,2,33,101
22883,944,7,6,2,0,1,14,72,1,4,65
22884,944,8,14,15,0,10,12,136,1,21,24
22885,944,9,9,2,0,0,14,74,4,30,14
22886,944,10,15,16,1,1,14,95,0,21,90
22887,944,11,19,4,3,10,2,143,13,4,10
22888,944,12,11,12,0,5,14,148,4,33,101
22889,944,13,13,1,0,0,4,39,0,33,101
22890,944,14,16,28,15,50,7,306,8,1,7
22891,944,15,20,15,32,97,6,305,23,1,3
22892,944,16,12,5,0,0,14,90,0,33,101
22893,944,17,18,1,0,0,7,18,0,33,101
22894,944,18,17,0,0,0,13,5,0,33,101
22895,944,,10,1,0,0,6,74,0,30,101
22896,944,,8,22,11,41,4,269,15,2,8
22857,943,1,1,13,12,39,8,206,20,3,5
22858,943,2,2,12,43,85,7,222,40,3,1
22859,943,3,6,4,0,8,0,111,7,2,11
22860,943,4,4,2,0,1,14,72,1,4,65
22861,943,5,5,4,3,10,2,143,13,4,10
22862,943,6,7,22,11,41,4,269,15,2,8
22863,943,7,10,10,0,0,8,149,2,33,101
22864,943,8,9,12,0,5,14,148,4,33,101
22865,943,9,8,2,0,0,14,74,4,30,14
22866,943,10,12,15,0,10,12,136,1,21,24
22867,943,11,13,16,1,1,14,95,0,21,90
22868,943,12,14,5,0,0,14,90,0,33,101
22869,943,13,11,0,0,0,6,74,0,30,101
22870,943,14,20,28,15,50,7,306,8,1,7
22871,943,15,16,0,0,0,13,5,0,33,101
22872,943,16,17,1,0,0,7,18,0,33,101
22873,943,,15,1,0,0,4,39,0,33,101
22874,943,,3,9,42,78,8,212,34,0,2
22875,943,,19,20,20,79,0,285,46,0,101
22876,943,,18,15,32,97,6,305,23,1,3
22837,942,1,2,12,43,84,7,222,40,3,1
22838,942,2,1,13,11,38,8,206,20,3,5
22839,942,3,13,8,42,78,8,212,34,0,2
22840,942,4,8,2,0,0,14,74,4,30,14
22841,942,5,5,12,0,5,14,148,4,33,101
22842,942,6,11,28,15,50,7,306,8,1,7
22843,942,7,20,0,0,0,6,74,0,30,101
22844,942,8,12,16,1,1,14,95,0,21,90
22845,942,9,15,1,0,0,4,39,0,33,101
22846,942,10,3,4,3,10,2,143,13,4,10
22847,942,11,9,14,32,97,6,305,23,1,3
22848,942,12,17,0,0,0,13,5,0,33,101
22849,942,,4,2,0,1,14,72,1,4,65
22850,942,,6,10,0,0,8,149,2,33,101
22851,942,,14,5,0,0,14,90,0,33,101
22852,942,,18,19,20,79,0,285,46,0,101
22853,942,,7,22,11,41,4,269,15,2,8
22854,942,,10,15,0,10,12,136,1,21,24
22855,942,,16,4,0,7,0,111,7,2,11
22856,942,,19,1,0,0,7,18,0,33,101
22816,941,1,2,12,42,83,7,222,40,3,1
22817,941,2,4,8,42,77,8,212,34,0,2
22818,941,3,7,12,0,5,14,148,4,33,101
22819,941,4,15,21,11,41,4,269,15,2,8
22820,941,8,5,19,20,79,0,285,46,0,101
22821,941,6,12,1,0,0,4,39,0,33,101
22822,941,7,14,16,1,1,14,95,0,21,90
22824,941,9,13,28,15,50,7,306,8,1,7
22825,941,10,9,2,0,0,14,74,4,30,14
22826,941,11,19,14,32,97,6,305,23,1,3
22827,941,12,3,3,0,7,0,111,7,2,11
22828,941,13,18,1,0,0,6,13,0,33,101
22829,941,14,17,0,0,0,7,18,0,33,101
22830,941,15,10,4,3,10,2,143,13,4,10
22831,941,,20,0,0,0,6,74,0,30,101
22832,941,,8,14,0,10,12,136,1,21,24
22833,941,,1,13,11,37,8,206,20,3,5
22834,941,,6,9,0,0,8,149,2,33,101
22835,941,,17,4,0,0,14,90,0,33,101
22836,941,5,11,1,0,1,14,72,1,4,65
22796,940,1,2,12,41,82,7,222,40,3,1
22797,940,2,1,13,11,37,8,206,20,3,5
22798,940,3,4,8,42,76,8,212,34,0,2
22799,940,4,6,19,20,79,0,285,46,0,101
22800,940,5,3,2,0,7,0,111,7,2,11
22801,940,6,13,8,0,0,8,149,2,33,101
22802,940,7,8,13,0,10,12,136,1,21,24
22803,940,8,11,16,1,1,14,95,0,21,90
22804,940,9,17,2,0,0,14,74,4,30,14
22805,940,10,10,0,0,0,6,74,0,30,101
22806,940,11,12,14,32,97,6,305,23,1,3
22807,940,12,9,12,0,4,14,148,4,33,101
22808,940,13,20,1,0,1,14,72,1,4,65
22809,940,14,15,3,0,0,14,90,0,33,101
22810,940,15,7,4,3,10,2,143,13,4,10
22811,940,16,14,28,15,50,7,306,8,1,7
22812,940,17,5,21,11,41,4,269,15,2,8
22813,940,18,19,0,0,0,13,5,0,33,101
22814,940,19,18,0,0,0,7,18,0,33,101
22815,940,,16,1,0,0,4,39,0,33,101
22776,939,1,1,8,42,75,8,212,34,0,2
22777,939,2,2,4,3,10,2,143,13,4,10
22778,939,3,3,19,20,79,0,285,46,0,101
22779,939,4,6,13,11,36,8,206,20,3,5
22780,939,5,7,2,0,7,0,111,7,2,11
22781,939,6,4,1,0,1,14,72,1,4,65
22782,939,7,13,12,0,4,14,148,4,33,101
22783,939,8,8,2,0,0,14,74,4,30,14
22784,939,9,14,0,0,0,6,74,0,30,101
22785,939,10,16,0,0,0,4,39,0,33,101
22786,939,11,17,3,0,0,14,90,0,33,101
22787,939,12,18,16,1,1,14,95,0,21,90
22788,939,13,10,13,0,10,12,136,1,21,24
22789,939,14,20,0,0,0,13,5,0,33,101
22790,939,15,19,0,0,0,7,18,0,33,101
22791,939,,15,28,15,50,7,306,8,1,7
22792,939,,12,14,32,97,6,305,23,1,3
22793,939,,5,12,40,81,7,222,40,3,1
22794,939,,9,21,11,41,4,269,15,2,8
22795,939,,11,8,0,0,8,149,2,33,101
22756,938,1,1,12,40,81,7,222,40,3,1
22757,938,2,3,8,41,74,8,212,34,0,2
22758,938,3,5,21,11,41,4,269,15,2,8
22759,938,4,6,2,0,7,0,111,7,2,11
22760,938,5,2,19,20,78,0,285,46,0,101
22761,938,6,7,12,0,4,14,148,4,33,101
22762,938,7,9,7,0,0,8,149,2,33,101
22763,938,8,19,4,3,9,2,143,13,4,10
22764,938,9,12,3,0,0,14,90,0,33,101
22765,938,10,18,1,0,1,14,72,1,4,65
22766,938,11,17,0,0,0,6,74,0,30,101
22767,938,12,20,2,0,0,14,74,4,30,14
22768,938,13,17,0,0,0,4,39,0,33,101
22769,938,14,15,28,15,50,7,306,8,1,7
22770,938,15,13,0,0,0,7,18,0,33,101
22771,938,16,14,1,0,0,6,13,0,33,101
22772,938,17,4,13,11,36,8,206,20,3,5
22773,938,18,16,14,32,97,6,305,23,1,3
22774,938,,8,13,0,10,12,136,1,21,24
22775,938,,10,16,1,1,14,95,0,21,90
22736,937,1,1,12,39,80,7,222,40,3,1
22737,937,2,2,13,11,36,8,206,20,3,5
22738,937,3,9,12,0,10,12,136,1,21,24
22739,937,4,12,1,0,1,14,72,1,4,65
22740,937,5,4,12,0,4,14,148,4,33,101
22741,937,6,6,21,11,40,4,269,15,2,8
22742,937,7,16,19,20,78,0,285,46,0,101
22743,937,8,18,2,0,0,14,74,4,30,14
22744,937,9,3,2,0,7,0,111,7,2,11
22745,937,10,13,3,0,0,14,90,0,33,101
22746,937,11,14,0,0,0,4,39,0,33,101
22747,937,12,8,8,41,73,8,212,34,0,2
22748,937,13,20,14,32,97,6,305,23,1,3
22749,937,14,19,28,15,50,7,306,8,1,7
22750,937,15,17,1,0,0,6,13,0,33,101
22751,937,16,15,0,0,0,7,18,0,33,101
22752,937,,10,0,0,0,6,74,0,30,101
22753,937,,5,4,3,9,2,143,13,4,10
22754,937,,7,15,1,1,14,95,0,21,90
22755,937,,11,7,0,0,8,149,2,33,101
22716,936,1,3,8,41,73,8,212,34,0,2
22717,936,2,7,1,0,1,14,72,1,4,65
22718,936,3,4,4,3,9,2,143,13,4,10
22719,936,4,9,2,0,0,14,74,4,30,14
22720,936,5,15,14,32,97,6,305,23,1,3
22721,936,6,1,12,38,79,7,222,40,3,1
22722,936,7,10,12,0,9,12,136,1,21,24
22723,936,8,2,13,11,35,8,206,20,3,5
22724,936,9,16,28,15,50,7,306,8,1,7
22725,936,10,17,3,0,0,14,90,0,33,101
22726,936,11,18,0,0,0,4,39,0,33,101
22727,936,12,8,21,11,40,4,269,15,2,8
22728,936,13,6,2,0,7,0,111,7,2,11
22729,936,14,14,15,1,1,14,95,0,21,90
22730,936,15,19,1,0,0,6,13,0,33,101
22731,936,16,20,0,0,0,7,18,0,33,101
22732,936,,12,0,0,0,6,74,0,30,101
22733,936,,5,19,20,78,0,285,46,0,101
22734,936,,13,12,0,4,14,148,4,33,101
22735,936,,11,7,0,0,8,149,2,33,101
22696,934,1,1,12,38,79,7,222,40,3,1
22697,934,2,2,13,11,35,8,206,20,3,5
22698,934,3,6,8,40,72,8,212,34,0,2
22699,934,4,3,21,11,40,4,269,15,2,8
22700,934,5,4,2,0,7,0,111,7,2,11
22701,934,6,7,1,0,0,14,72,1,4,65
22702,934,7,9,7,0,0,8,149,2,33,101
22703,934,8,5,19,20,78,0,285,46,0,101
22704,934,9,11,12,0,4,14,148,4,33,101
22705,934,10,17,14,32,97,6,305,23,1,3
22706,934,11,15,3,0,0,14,90,0,33,101
22707,934,12,20,1,0,0,6,13,0,33,101
22708,934,13,19,0,0,0,7,18,0,33,101
22709,934,,8,0,0,0,6,74,0,30,101
22710,934,,10,4,3,8,2,143,13,4,10
22711,934,,13,2,0,0,14,74,4,30,14
22712,934,,14,15,1,1,14,95,0,21,90
22713,934,,18,28,15,50,7,306,8,1,7
22714,934,,12,12,0,9,12,136,1,21,24
22715,934,,16,0,0,0,4,39,0,33,101
22676,933,1,2,13,11,34,8,206,20,3,5
22677,933,2,1,12,37,78,7,222,40,3,1
22678,933,3,4,21,11,40,4,269,15,2,8
22679,933,4,3,8,40,71,8,212,34,0,2
22680,933,5,6,2,0,7,0,111,7,2,11
22681,933,6,5,7,0,0,8,149,2,33,101
22682,933,7,10,14,1,1,14,95,0,21,90
22683,933,8,7,1,0,0,14,74,4,30,14
22684,933,9,13,12,0,4,14,148,4,33,101
22685,933,10,18,4,3,8,2,143,13,4,10
22686,933,11,8,0,0,0,4,39,0,33,101
22687,933,12,15,1,0,0,14,72,1,4,65
22688,933,13,11,3,0,0,14,90,0,33,101
22689,933,14,16,1,0,0,6,13,0,33,101
22690,933,,9,11,0,9,12,136,1,21,24
22691,933,,12,0,0,0,6,74,0,30,101
22692,933,,20,27,15,50,7,306,8,1,7
22693,933,,17,0,0,0,7,18,0,33,101
22694,933,,14,19,20,78,0,285,46,0,101
22695,933,,19,14,32,97,6,305,23,1,3
22656,932,1,1,12,37,77,7,222,40,3,1
22657,932,2,2,13,10,33,8,206,20,3,5
22658,932,3,4,2,0,7,0,111,7,2,11
22659,932,4,3,18,20,78,0,285,46,0,101
22660,932,5,18,8,40,71,8,212,34,0,2
22661,932,6,15,21,11,39,4,269,15,2,8
22662,932,7,6,14,1,1,14,95,0,21,90
22663,932,8,7,7,0,0,8,149,2,33,101
22664,932,9,8,1,0,0,14,72,1,4,65
22665,932,10,5,11,0,9,12,136,1,21,24
22666,932,11,10,12,0,4,14,148,4,33,101
22667,932,12,11,0,0,0,6,74,0,30,101
22668,932,13,9,4,3,8,2,143,13,4,10
22669,932,14,12,3,0,0,14,90,0,33,101
22670,932,15,19,1,0,0,14,74,4,30,14
22671,932,16,14,0,0,0,4,39,0,33,101
22672,932,17,17,0,0,0,7,18,0,33,101
22673,932,,16,1,0,0,6,13,0,33,101
